ID,Home Ownership,Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Months since last delinquent,Bankruptcies,Purpose,Term,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Credit Default,Is_Term,Is_Years_in_current_job,Is_Home_Ownership,Is_Purpose,Is_Purpose_business loan,Is_Purpose_other,Is_Purpose_renewable energy,Is_Purpose_small business
38,Rent,0.3360874871935251,6 years,-0.11095342154390785,1.012364195493054,0.003945949914047066,2.859112396772791,-0.3409788778582933,1.6332482862218265,0.0,debt consolidation,Short Term,-0.7941302560235691,-0.9577064238014034,10200.0,-0.39426110487453114,0,0,0.12005520631532639,0,other,0,1,0,0
39,Home Mortgage,-0.7589461701492829,7 years,10.935294298535414,0.30291783181554705,-1.6794797813346447,-0.4424576878992186,5.676295437288058,-0.6018971306086238,0.0,debt consolidation,Short Term,-0.5133623393480562,-0.3561331064153604,21868.0,-0.50576895084211,1,0,0.3810447852616881,1,other,0,1,0,0
40,Rent,-1.045372560878822,10+ years,-0.11095342154390785,0.5393999530413827,1.0308356459757484,-0.4366721520296797,-0.3409788778582933,1.7061202103272517,0.0,debt consolidation,Long Term,-0.15097190407326874,-0.13161172617928302,14670.0,-0.7821144821530663,1,1,1.1640135221007732,0,other,0,1,0,0
41,Rent,0.24484743969229297,10+ years,-0.11095342154390785,2.194774801622232,-0.43374474021061293,0.7877634008433847,-0.3409788778582933,1.8495658170033582,0.0,debt consolidation,Short Term,-0.17546994907471078,0.5092190870496413,9014.0,-0.5348579541380001,0,0,1.1640135221007732,0,other,0,1,0,0
42,Own Home,-0.5322132749233971,4 years,-0.11095342154390785,2.6677390440739033,-1.1239492900225763,0.38786207535547906,-0.3409788778582933,-0.6290031104747688,0.0,debt consolidation,Long Term,0.26368855348570147,0.47423604634151495,13844.0,2.4904192918010493,1,1,-0.4019239515773971,0,other,0,1,0,0
43,Home Mortgage,-0.43480390873585906,10+ years,-0.11095342154390785,-0.17004641063612416,-1.37646314970988,-0.41079618390987405,-0.3409788778582933,-0.6162333599969166,0.0,debt consolidation,Short Term,-0.4325300802649572,-0.32351226459749344,12031.0,2.108470382989186,1,0,1.1640135221007732,1,other,0,1,0,0
44,Have Mortgage,0.21243119798359178,10+ years,-0.11095342154390785,1.4853284379447251,-0.3664077109606652,-1.7182777739253836,1.6647792271904904,-0.6155862268597982,0.0,take a trip,Short Term,-1.2434492380776672,2.580530056822752,34357.0,-0.4960726164101466,0,0,1.1640135221007732,0,other,0,1,0,0
45,Home Mortgage,1.279425394823868,10+ years,-0.11095342154390785,-0.17004641063612416,0.6436477277885493,1.773593282085907,1.6647792271904904,-0.6058789684338358,1.0,debt consolidation,Long Term,2.5589408711092854,2.218213741321547,28897.0,1.1720649672977832,0,1,1.1640135221007732,1,other,0,1,0,0
46,Home Mortgage,0.9923728624247034,10+ years,-0.11095342154390785,-1.1159748955394666,1.6368689092252775,-0.6566496697066516,-0.3409788778582933,0.6157617445427592,0.0,debt consolidation,Short Term,-1.3140835920453884,-0.587403626337893,23527.0,-0.5251616197060368,0,0,1.1640135221007732,1,other,0,1,0,0
47,Own Home,0.7041605753743372,5 years,-0.11095342154390785,1.7218105591705608,0.07128297916399448,2.7645729260254917,-0.3409788778582933,-0.6190400693560096,0.0,debt consolidation,Short Term,-0.30755618249262395,2.320575693232785,24039.0,2.142407566273074,0,0,-0.14093437263103534,0,other,0,1,0,0
48,Home Mortgage,0.5744877937044683,8 years,-0.11095342154390785,0.7758820742672183,0.18912278035140276,-0.6882475963787484,-0.3409788778582933,-0.6270864128154873,0.0,home improvements,Long Term,0.24822204581198004,-0.7452210093395044,25005.0,2.089597670128316,1,1,0.6420343642080498,1,other,0,1,0,0
49,Rent,0.26200344445035456,5 years,-0.11095342154390785,-0.6430106530877954,-0.09705959396087466,-0.893220867185268,-0.3409788778582933,1.7118785642042713,0.0,debt consolidation,Short Term,0.41011235241137106,-0.6646812757478053,19012.0,1.9137796275623022,1,0,-0.14093437263103534,0,other,0,1,0,0
50,Rent,-1.1337804928116435,3 years,-0.11095342154390785,-1.1159748955394666,0.7783217862884447,-0.6103018054330931,-0.3409788778582933,-0.6165890979925411,0.0,debt consolidation,Long Term,-0.28283234905798893,-0.233523735444757,9379.0,-0.5590987902179085,0,1,-0.6629135305237588,0,other,0,1,0,0
51,Home Mortgage,0.589944548886341,3 years,-0.11095342154390785,0.30291783181554705,-1.208120576585011,1.1849944790068878,-0.3409788778582933,-0.6179046468383614,0.0,debt consolidation,Short Term,-0.7351994749601926,0.13126726460814825,20416.0,-0.4330464426023846,1,0,-0.6629135305237588,1,other,0,1,0,0
52,Rent,-0.6289367568264282,3 years,-0.11095342154390785,-0.6430106530877954,-1.3596288923973932,0.21194363853114917,-0.3409788778582933,-0.6161415773497393,0.0,debt consolidation,Short Term,-0.051850781901535595,-0.22126279834769666,13137.0,-0.42335010817042124,0,0,-0.6629135305237588,0,other,0,1,0,0
53,Home Mortgage,2.111020240114936,10+ years,-0.11095342154390785,1.9582926803963965,-0.43374474021061293,-1.4154644398019967,-0.3409788778582933,1.9595852517745491,0.0,debt consolidation,Long Term,2.532410730209106,0.28008579469448613,13889.0,-0.6027322951617438,0,1,1.1640135221007732,1,other,0,1,0,0
54,Home Mortgage,-0.947429976138096,10+ years,-0.11095342154390785,-0.879492774313631,0.003945949914047066,-0.5694851677600827,1.6647792271904904,1.4542716556966664,1.0,debt consolidation,Short Term,-0.5126849740484772,-0.4181127058693076,3767.0,1.3226138087035586,1,0,1.1640135221007732,1,other,0,1,0,0
55,Rent,0.21206215397114092,6 years,-0.11095342154390785,-0.879492774313631,0.07128297916399448,-1.1609449501152476,-0.3409788778582933,1.7079766277682042,0.0,small business,Long Term,-0.7445696949377026,-1.0735666550855514,18351.0,1.8858562550209692,0,1,0.12005520631532639,0,small business,0,0,0,1
56,Rent,0.5885284911021356,10+ years,-0.11095342154390785,-0.879492774313631,0.27329406691383734,-0.09316390694046599,-0.3409788778582933,-0.6175820052781038,0.0,home improvements,Short Term,0.9889210009016625,-1.289426639390678,12865.0,-0.4039574393064945,0,0,1.1640135221007732,0,other,0,1,0,0
57,Rent,-1.0257773828919803,2 years,-0.11095342154390785,-0.879492774313631,-0.21489939514828293,-1.3106695322335333,1.6647792271904904,-0.6036956544685071,0.0,debt consolidation,Long Term,-1.047690666499324,-1.1426328512102766,12592.0,-0.5300097869220185,1,1,-0.9239031094701204,0,other,0,1,0,0
58,Home Mortgage,-0.47527535132414334,Unknown,-0.11095342154390785,1.4853284379447251,0.6099792131635756,1.8530649286455068,-0.3409788778582933,-0.6205003670584565,0.0,debt consolidation,Short Term,-0.3469562640848049,0.43644086409736566,25483.0,-0.4475909442503297,0,0,-1.7068718463092056,1,other,0,1,0,0
59,Rent,-0.22243860119442121,< 1 year,-0.11095342154390785,-0.4065285318619598,-1.1576178046475503,0.43713449622243084,-0.3409788778582933,-0.6160287155717633,0.0,debt consolidation,Short Term,0.18782363993284878,0.45061405743892163,13006.0,2.0198184191903064,1,0,-1.445882267362844,0,other,0,1,0,0
60,Home Mortgage,0.8082088068139949,Unknown,-0.11095342154390785,-0.17004641063612416,-0.046556822023413796,0.596141366658878,-0.3409788778582933,-0.6157543039335367,0.0,debt consolidation,Long Term,-0.23123969207338524,0.23745372900837725,6181.0,-0.5687951246498719,0,1,-1.7068718463092056,1,other,0,1,0,0
61,Home Mortgage,-0.729821305993059,1 year,-0.11095342154390785,1.012364195493054,-0.787264143772838,-0.7254403269686411,-0.3409788778582933,-0.6173258942251587,0.0,debt consolidation,Long Term,-1.313438670012945,-0.5309358242945509,11770.0,-0.6318212984576339,0,1,-1.1848926884164823,1,other,0,1,0,0
62,Home Mortgage,0.8904549737939227,6 years,-0.11095342154390785,-0.6430106530877954,-0.2654021670857438,-0.7438777489704683,-0.3409788778582933,1.7125287983544788,0.0,debt consolidation,Long Term,0.29834707798082916,-0.580204544005674,23949.0,-0.6124286295937071,0,1,0.12005520631532639,1,other,0,1,0,0
63,Rent,-1.3194371498705686,1 year,-0.11095342154390785,-0.879492774313631,-0.16439662321082207,-0.8487803224291399,-0.3409788778582933,1.6930740360499426,0.0,debt consolidation,Short Term,-0.5042179078037392,-0.6265486365193333,12671.0,-0.46698361311425646,1,0,-1.1848926884164823,0,other,0,1,0,0
64,Rent,1.0735034265169674,< 1 year,-0.11095342154390785,-0.17004641063612416,-0.3327391963356915,0.5976672222728222,-0.3409788778582933,-0.619118925402343,0.0,debt consolidation,Short Term,-0.6102255771878593,1.0519624035020827,28077.0,1.9132521718754578,0,0,-1.445882267362844,0,other,0,1,0,0
65,Rent,0.10339474859977868,10+ years,-0.11095342154390785,-0.6430106530877954,-0.7199271145228904,-0.36959808233337754,-0.3409788778582933,-0.6170810986747559,0.0,debt consolidation,Short Term,0.22146611647860787,-0.09224174467496082,16428.0,-0.4378946098183663,1,0,1.1640135221007732,0,other,0,1,0,0
66,Home Mortgage,0.20844260317093502,10+ years,-0.11095342154390785,0.06643571058971146,-1.0566122607726287,0.5854603773612677,1.6647792271904904,-0.6049237715856377,1.0,debt consolidation,Short Term,-0.04631896528830675,-0.4301486716434861,21461.0,1.4749070872480703,0,0,1.1640135221007732,1,other,0,1,0,0
67,Rent,0.08165634802062606,< 1 year,-0.11095342154390785,-0.879492774313631,-0.2990706817107175,-0.7378379038319387,-0.3409788778582933,-0.6152893698068399,0.0,debt consolidation,Short Term,-1.3137668814184755,-0.2883042525664853,5183.0,-0.4088056065224762,0,0,-1.445882267362844,0,other,0,1,0,0
68,Rent,1.8712472126001627,4 years,-0.11095342154390785,-0.17004641063612416,0.7783217862884447,0.4899672468552527,-0.3409788778582933,1.5710087931470118,0.0,debt consolidation,Short Term,1.0608346168736376,1.6215897930389045,39559.0,-0.4281982753864029,0,0,-0.4019239515773971,0,other,0,1,0,0
69,Home Mortgage,0.3620357892932883,2 years,-0.11095342154390785,0.30291783181554705,-0.012888307398440086,0.604660727170067,-0.3409788778582933,1.687813917992611,0.0,other,Long Term,1.2858327905504758,-0.27491845885501576,9320.0,0.1478087689764634,1,1,-0.9239031094701204,1,other,0,1,0,0
70,Home Mortgage,-1.238453953346824,6 years,-0.11095342154390785,-1.3524570167653023,-0.21489939514828293,-1.1381206932233305,-0.3409788778582933,-0.6157530890305827,0.0,buy a car,Short Term,-0.6506417067294088,-1.1283471722072798,6498.0,-0.42335010817042124,0,0,0.12005520631532639,1,other,0,1,0,0
71,Rent,1.6083495286574059,10+ years,-0.11095342154390785,-0.6430106530877954,-0.7535956291478644,0.8873254796532511,-0.3409788778582933,-0.6199715060436787,0.0,debt consolidation,Short Term,0.1703250363603902,0.8277784802503282,35030.0,1.84699100719251,0,0,1.1640135221007732,0,other,0,1,0,0
72,Rent,-0.1788600124411555,10+ years,-0.11095342154390785,-0.4065285318619598,-0.2654021670857438,0.8311867085235499,-0.3409788778582933,-0.6175091101500141,0.0,debt consolidation,Long Term,0.9574235144712371,1.1499374146171246,19950.0,-0.5154652852740734,0,1,1.1640135221007732,0,other,0,1,0,0
73,Home Mortgage,0.8114619125344666,8 years,-0.11095342154390785,-0.4065285318619598,-0.9219382022727335,1.0738613284579437,-0.3409788778582933,-0.6151315933655305,0.0,other,Short Term,0.3912590182397544,-0.3842545217755905,4773.0,-0.5494024557859452,1,0,0.6420343642080498,1,other,0,1,0,0
74,Home Mortgage,0.41561635410105885,< 1 year,-0.11095342154390785,-0.17004641063612416,0.6099792131635756,-1.4151189529202708,-0.3409788778582933,1.6554035265189684,0.0,debt consolidation,Long Term,0.8605602766314341,-1.2975242510057445,28487.0,-0.7627218132891396,0,1,-1.445882267362844,1,other,0,1,0,0
75,Own Home,1.0927337010821836,10+ years,-0.11095342154390785,1.4853284379447251,2.512250289474597,-1.4164451878135975,-0.3409788778582933,-0.6229665401316853,0.0,other,Short Term,0.8865259464486307,-0.49831498247668393,29320.0,1.9671779992547163,0,0,1.1640135221007732,0,other,0,1,0,0
76,Rent,-0.8470096555940544,5 years,-0.11095342154390785,0.30291783181554705,-0.31590493902320466,0.40846112614372726,-0.3409788778582933,-0.6163133246210237,0.0,debt consolidation,Short Term,-1.313777476696542,0.18424801114682182,8622.0,-0.4136537737384579,0,0,-0.14093437263103534,0,other,0,1,0,0
77,Rent,-0.1288004561778956,3 years,-0.11095342154390785,1.9582926803963965,-0.820932658397812,-0.6192662071650159,-0.3409788778582933,-0.6179974752207102,0.0,debt consolidation,Short Term,-0.5135881277812493,-0.757256975113683,12134.0,-0.4960726164101466,1,0,-0.6629135305237588,0,other,0,1,0,0
78,Rent,-0.6764275980690846,1 year,-0.11095342154390785,-0.879492774313631,-1.4438001789598278,-0.2184112219183951,-0.3409788778582933,-0.6149646576011926,0.0,debt consolidation,Short Term,-0.518216790661706,-0.20821446162054988,7735.0,2.0172874178724833,0,0,-1.1848926884164823,0,other,0,1,0,0
79,Rent,-0.489435929166197,8 years,-0.11095342154390785,0.06643571058971146,0.08811723647648163,-0.7598992329168835,5.676295437288058,1.1356220528979517,3.0,debt consolidation,Short Term,-0.8565607578014376,-0.6848162091457302,10351.0,-0.4960726164101466,1,0,0.6420343642080498,0,other,0,1,0,0
80,Rent,0.46568667227195026,10+ years,-0.11095342154390785,-1.1159748955394666,-0.43374474021061293,-0.6556960099479364,-0.3409788778582933,1.6861555402013957,0.0,debt consolidation,Long Term,-0.8394008368787684,-0.9496074561776571,16918.0,1.5995809127881109,0,1,1.1640135221007732,0,other,0,1,0,0
81,Have Mortgage,-0.23466034350524798,< 1 year,-0.11095342154390785,-0.879492774313631,-1.4438001789598278,-1.1826248152967063,-0.3409788778582933,-0.6168793451320602,0.0,take a trip,Short Term,-0.752472290099458,-1.051744436766013,15906.0,-0.6172767968096888,1,0,-1.445882267362844,0,other,0,1,0,0
82,Home Mortgage,-0.4581295705856568,6 years,-0.11095342154390785,-1.1159748955394666,-0.1812308805233092,0.4752808865710387,-0.3409788778582933,-0.6169395603716635,0.0,debt consolidation,Short Term,-0.8520449891375773,0.43644086409736566,16606.0,-0.4185019409544396,0,0,0.12005520631532639,1,other,0,1,0,0
83,Rent,1.27202513888926,3 years,-0.11095342154390785,1.7218105591705608,-0.19806513783579638,1.818860331966255,-0.3409788778582933,-0.6231782890407521,0.0,other,Short Term,-0.8164833109096775,2.823724056858022,0.0,-0.39910927209051283,0,0,-0.6629135305237588,0,other,0,1,0,0
84,Home Mortgage,2.639362880951559,6 years,-0.11095342154390785,0.5393999530413827,-0.06339107933590095,2.0824518892751356,-0.3409788778582933,-0.6231621246726954,0.0,debt consolidation,Short Term,0.5423114800458808,2.460057913419526,0.0,-0.4330464426023846,0,0,0.12005520631532639,1,other,0,1,0,0
85,Home Mortgage,0.14668019059805618,9 years,-0.11095342154390785,1.4853284379447251,0.07128297916399448,-1.4207157509563257,-0.3409788778582933,-0.6167959575153685,0.0,debt consolidation,Short Term,1.6257572767225585,-1.2960811289480811,16813.0,-0.4039574393064945,0,0,0.9030239431544116,1,other,0,1,0,0
86,Home Mortgage,1.422280351343051,5 years,-0.11095342154390785,-0.4065285318619598,0.07128297916399448,0.8056286269899827,-0.3409788778582933,1.5811225887732017,0.0,debt consolidation,Short Term,0.5892754741500277,1.2362139169423105,19188.0,-0.4185019409544396,0,0,-0.14093437263103534,1,other,0,1,0,0
87,Home Mortgage,0.6139027157218154,7 years,-0.11095342154390785,0.06643571058971146,-0.46741325483558666,0.6491648492434429,-0.3409788778582933,1.6830037624299257,0.0,debt consolidation,Short Term,-0.33148975641108347,0.38424751718877853,18147.0,0.003200499428070853,1,0,0.3810447852616881,1,other,0,1,0,0
